recon_loss,KL,disnt_basal,disnt_after,r2_mean,r2_var,adv_loss,penalty_adv,adv_perts,acc_perts,penalty_perts,adv_zone,penalty_zone,acc_zone,adv_status_control,penalty_status_control,acc_status_control,epoch,mode
3979.4048915765225,,0.0,0.0,0.2046518256953208,0.082931586586223,3.2754757017151923,0.18315005206908935,1.7220305988931248,0.27437418253503293,0.0642484541839132,0.5378504576336625,0.041696276993323594,0.7357598242596683,1.0155946398392701,0.07720532172765487,0.4995645208236499,0,train
3264.84324085203,,0.0,0.0,0.6156525183738779,0.11064484130233998,2.8540082405775022,0.06538881151339947,1.5911013101920104,0.37324515774718714,0.01989982383421216,0.39742978872397006,0.017176817553356673,0.8225502835379707,0.8654771431898459,0.028312170066130467,0.6336079754381099,1,train
3202.8024213741987,,0.0,0.0,0.7174430781647524,0.11523966149197216,2.7327615114358754,0.032709155327234514,1.5367610668524718,0.40379881196551853,0.009208311983503593,0.35293111434349644,0.007008723789252914,0.832425213777102,0.843069326164376,0.01649211947686779,0.6372956149598472,2,train
3185.292472122062,,0.0,0.0,0.7586474182073187,0.1246425282753734,2.6398794997451653,0.019375511182424348,1.4256167432181857,0.4614154355138795,0.0044204169281352405,0.35470121691369605,0.00460626560752877,0.8288873790675758,0.8595615385944008,0.010348828688550454,0.6269445607804844,3,train
3172.243598090278,,0.0,0.0,0.7802043556613697,0.13666702430338562,2.436253757558317,0.015226999345498208,1.2616570597020988,0.5260956491160597,0.0023400686361874715,0.34388340945936674,0.003827452235735762,0.8351263470119901,0.8307133067367424,0.00905947850491756,0.6325018579124385,4,train
3161.265629173344,,0.0,0.0,0.79204812954924,0.14761019862269295,2.271148131443904,0.012597939548775172,1.1312430857593179,0.5696350285130688,0.0014331276977781015,0.3340636012900589,0.0031555699966609096,0.8361430463627872,0.8058414316584921,0.00800924179239724,0.6430834261780112,5,train
3151.600560897436,,0.0,0.0,0.8026812956485484,0.16104466851487928,2.210618941192953,0.00882844514070222,1.075076727785616,0.5904631767517481,0.0009362463487121157,0.32782330421301037,0.0022855241147156516,0.8411510591833,0.8077189102132096,0.005606674666826923,0.6423930464646755,6,train
3144.374179937901,,0.0,0.0,0.8091178593632903,0.17027872128852678,2.1838304976112823,0.006807587706507781,1.0460242960188124,0.6013298793735667,0.0006136944870470474,0.3268769107058517,0.0018917783894814933,0.8433168433670305,0.8109292851554023,0.004302114830352366,0.6420516305499606,7,train
3136.7872450086807,,0.0,0.0,0.8135254684881037,0.17692643194898114,2.1519260447249455,0.005805977011242738,1.0156131208452404,0.6119367984625009,0.00042548041137006995,0.3233483215937248,0.0015182521489735406,0.8423227886868339,0.8129646090360788,0.0038622444650779166,0.6458437850332668,8,train
3105.9747721354165,,1.2603392256352208,1.8651910760977435,0.8141026897135614,0.18521048260510936,,,,,,,,,,,,9,valid
3130.838660606971,,0.0,0.0,0.8165018631781732,0.1880642449256285,2.113545276160933,0.004697647483016436,0.9783463809225295,0.6264890371224819,0.0002916306520301777,0.3175830889461387,0.0012543559147534557,0.8497874859051827,0.8176157978864816,0.0031516609044793323,0.6430520715876522,9,train
3125.3653261885684,,0.0,0.0,0.8205613991799334,0.19062739838139878,2.1053105572350006,0.0041103604583977126,0.9606199447925274,0.6385170435294126,0.00022487048987293235,0.3250103789007562,0.0011178281267161649,0.8437401290632721,0.8196802241170508,0.002767661825204507,0.6396541712630508,10,train
3119.5352480635684,,0.0,0.0,0.8190273718670537,0.20196732458707028,2.017393147843516,0.003644071340274352,0.903350768945156,0.6659615584927746,0.00016667242147004566,0.3167233749842032,0.0008883972276145449,0.8497421960545402,0.7973190102821741,0.002589001687458501,0.6459988156954447,11,train
3114.625738681891,,0.0,0.0,0.8197664480755812,0.20374778463282464,2.0016228419083815,0.0033839069611321273,0.8975106212827895,0.6649499178951622,0.00014887604461714195,0.31618671717806757,0.0007608091609421162,0.847872537934882,0.7879254970795069,0.0024742217606100706,0.6441152218060616,12,train
3109.153051131811,,0.0,0.0,0.8232582686774225,0.20994451456406765,2.011779823873797,0.0030739984343735836,0.9052582062207736,0.658852036182697,9.303916512857168e-05,0.3109668432137905,0.0006866303268067825,0.8540458939014337,0.7955547764769986,0.002294328939826347,0.6432837466908317,13,train
3104.604304387019,,0.0,0.0,0.8240015528350405,0.2130257978611713,2.023905962960333,0.0029713869697820298,0.9075767937888447,0.6589041673220121,7.84777604656903e-05,0.31073428792321783,0.0006632939330302179,0.8488967856790266,0.8055948844322791,0.002229615260894673,0.6453537253233103,14,train
3100.1913457365117,,0.0,0.0,0.8253204287771895,0.21014806795108412,2.035316529437008,0.0028088941501501277,0.9185920668463422,0.6552267283455938,5.989063585077066e-05,0.3114592743735028,0.0006372211269664172,0.8532219666701096,0.8052651851605146,0.002111782379543934,0.6465469389899164,15,train
3095.824016342815,,0.0,0.0,0.8278547754790615,0.2231796485929104,2.0181428061591253,0.002532462592427738,0.8999481593441759,0.6640322773884504,6.221014388220516e-05,0.31099407769675946,0.0005572280467440111,0.8509441191314632,0.8072005678445865,0.0019130243976504947,0.6490628484986786,16,train
3092.068843482906,,0.0,0.0,0.8273116142601509,0.22136349708972394,2.0242117541468043,0.0024271950495835296,0.8983074380801275,0.665635897563054,7.865637883533521e-05,0.3178654125867746,0.0005218830573050162,0.8465597130294539,0.8080389056450281,0.001826655598751341,0.6507699275628115,17,train
3087.7551937266294,,0.0,0.0,0.829065599726879,0.2248284729233111,1.9958897737356334,0.0020955268230933985,0.8800570266878504,0.6708030237091912,5.952009017234489e-05,0.31571198363079983,0.0004666235289709547,0.8484218227557647,0.8001207541196774,0.0015693832045564284,0.6508581847207159,18,train
3067.2666259765624,,1.2469762449114894,1.8475842756610752,0.8300427957421683,0.21930816644077886,,,,,,,,,,,,19,valid
3084.1075282952725,,0.0,0.0,0.8273813097466591,0.2268165987234965,2.005672822650681,0.0020205373905646876,0.8914186562228407,0.6692559703802451,6.595257675657287e-05,0.31791132179080933,0.0004265224038718794,0.8473824787343669,0.796342843108707,0.0015280624203837644,0.6492039439005729,19,train
3080.5552968082266,,0.0,0.0,0.8297640288824419,0.23573299430578967,2.02813047527248,0.002015471971856478,0.9076350056208097,0.6563041846976321,5.408053580023802e-05,0.31949640543032914,0.00042716165420969424,0.847583960264157,0.8009990805234665,0.0015342297847382724,0.6523800400587229,20,train
3077.106683193109,,0.0,0.0,0.8308368077550535,0.23900735354233746,2.0271603500741158,0.0019145610321384782,0.9028559393352933,0.6588186749026307,3.7743042598893415e-05,0.31963634809367675,0.0003831581972264804,0.8487330450970902,0.8046680653197134,0.001493659782378624,0.6523649432720282,21,train
3073.6126677684297,,0.0,0.0,0.830854177195166,0.2405854144919379,2.0076795449623694,0.0017679057722815718,0.8904618946914999,0.6631991200976901,3.959062558304793e-05,0.3188912040657467,0.000346679048305258,0.8492532978709947,0.7983264566486717,0.0013816361017047595,0.6513331476439778,22,train
3070.563420222356,,0.0,0.0,0.8312003161548498,0.24196021171720306,2.007841101059547,0.0016986179547623182,0.8864916766810621,0.668026644959409,4.456098861574458e-05,0.3219475239260584,0.0003295291494279622,0.8466706148579589,0.7994019012165885,0.0013245278260467623,0.6526384241560585,23,train
3067.2696293235845,,0.0,0.0,0.8298218198252661,0.2443935022968507,1.99808370659494,0.001533201073284428,0.8835460523254851,0.6702498105856088,4.75606229417444e-05,0.3220780482913694,0.0003091522006658264,0.8453061127255106,0.792459605086563,0.001176488252195458,0.6554516212553041,24,train
3063.5104229266826,,0.0,0.0,0.8307042365563553,0.24891679490203358,2.0202652939364443,0.0014793021329797995,0.903079584113553,0.660000922333481,3.9345021832559723e-05,0.3214311799687198,0.0002947954284863021,0.8466479701873584,0.7957545259060004,0.001145161684596529,0.6513923727549039,25,train
3060.529515975561,,0.0,0.0,0.8311686103798586,0.24698247330281453,2.0367510868952823,0.0014600565728659814,0.9150149185433347,0.6501478191114899,3.564147267845841e-05,0.3198773226676843,0.0002962084496781851,0.8466555185807056,0.8018588418634529,0.0011282066541473167,0.652304556634691,26,train
3057.478517711672,,0.0,0.0,0.8318471062885395,0.2543404085760971,2.0176956633217316,0.0013060642239183951,0.907405307659736,0.6586496743381532,2.6239741087826984e-05,0.3179448804794214,0.00027090099357361067,0.8507664437986847,0.7923454632107009,0.0010089234945973237,0.655161882058168,27,train
3053.9698267227564,,0.0,0.0,0.8353621709168866,0.25569603766655596,2.0227639247209597,0.0012537326726417702,0.9072867708328443,0.6530823544559315,2.7323908328141373e-05,0.31973145010634363,0.00026047813503865677,0.8496388426193824,0.7957456993241595,0.0009659306282022347,0.6577358556608869,28,train
3034.8859619140626,,1.2563309978955888,1.852235065742799,0.8295896117187104,0.23948374896100455,,,,,,,,,,,,29,valid
3051.5325312166133,,0.0,0.0,0.8310534922449452,0.2543292682607418,2.042854654483306,0.0012273946702360916,0.9246052208109798,0.6464006095869929,3.37841667295344e-05,0.32237156665223277,0.00024940153283144656,0.8456173355762775,0.7958778463877164,0.0009442089724008185,0.6575796634722979,29,train
3048.3297192174145,,0.0,0.0,0.8353118067295131,0.2600877895687206,2.0300158384518747,0.001201229627417305,0.9129115383849185,0.6533207745633574,2.9972585416078055e-05,0.32290760688802117,0.00023986487903106862,0.847471896909241,0.7941966938157367,0.000931392155157832,0.6576388890926654,30,train
3045.783367972089,,0.0,0.0,0.8372001452756593,0.25805323492656596,2.0681124599570904,0.001131880380666982,0.9386528638693002,0.6400792180982411,2.6499099126690104e-05,0.324847879827532,0.00023653216302567997,0.8448085051316482,0.8046117083639162,0.0008688491197505918,0.6552211071690942,31,train
3042.9377796140493,,0.0,0.0,0.8356278037753953,0.26373144390640285,2.066905945794195,0.001069462899930584,0.9429654799974881,0.6399189060569829,2.1261428395145907e-05,0.32062680560808915,0.00022872102552075655,0.8485187893239861,0.8033136536932399,0.0008194804533372801,0.6563045800241649,32,train
3040.5439181857637,,0.0,0.0,0.8345128611332085,0.2582966932002603,2.0583718200015206,0.0010053949036563819,0.9423147231085688,0.6438777069760184,2.1809283668680553e-05,0.32002111594391686,0.00020650240912800655,0.8473760913579892,0.7960359632459462,0.000777083209518773,0.6576034696693094,33,train
3037.869336772169,,0.0,0.0,0.8332593328830961,0.2643913895564447,2.0697468651665583,0.0009176205292953035,0.9445268104219029,0.6364491627766535,2.1759246873187247e-05,0.3260012946577154,0.00019948529053437643,0.8466781632513063,0.799218753973643,0.0006963759865940142,0.6579576598273383,34,train
3035.49268621461,,0.0,0.0,0.8357919081113079,0.27085483616554473,2.0708920843580847,0.000850372464927391,0.9490027529561621,0.6385357614256378,2.6172205252805725e-05,0.32135226431055963,0.00019068966316692054,0.8441117380419348,0.8005370691291287,0.0006335105986531394,0.6592426142121992,35,train
3032.798907418536,,0.0,0.0,0.8354851825268399,0.26710815316730036,2.052510836185553,0.0008717817731965811,0.9293682962401301,0.6451102215000707,3.21299374683384e-05,0.32467046787596154,0.0001812287599209529,0.8446976033031431,0.7984720606070298,0.0006584230752942415,0.6589453271311573,36,train
3030.615998096955,,0.0,0.0,0.8357483655865006,0.267030527547568,2.0651789373821683,0.0008072138693816483,0.9412528179649614,0.6386623998992463,3.0255879443220925e-05,0.32171598981078875,0.0001791926037045554,0.8462258455080863,0.8022101200543917,0.0005977653893821228,0.6585533955158331,37,train
